Time (h),OD600 (-),[Glucose] (g/L),[Xylose] (g/L),trajectory_id
96.0,3.4311,0.0819,0.1509,2:1_0061
96.0,3.4075,0.0,0.0921,2:1_0061
96.0,3.4304,0.0628,0.0,2:1_0061
104.0,3.3904,0.0536,0.0,2:1_0061
104.0,3.4057,0.2907,0.2129,2:1_0061
104.0,3.4277,0.0,0.0,2:1_0061
120.0,3.4261,0.1497,0.0,2:1_0061
120.0,3.4027,0.0088,0.0,2:1_0061
120.0,3.3847,0.0,0.0546,2:1_0061
128.0,3.4173,0.1137,0.0,2:1_0061
128.0,3.3815,0.0456,0.0,2:1_0061
128.0,3.3958,0.1013,0.0,2:1_0061
144.0,3.4031,0.0,0.0,2:1_0061
144.0,3.4255,0.0,0.0,2:1_0061
144.0,3.4351,0.2133,0.0,2:1_0061
24.0,0.3111,18.3968,9.7777,2:1_0062
24.0,0.3241,18.3331,9.9616,2:1_0062
24.0,0.3025,18.2509,9.9231,2:1_0062
32.333,0.4112,17.9596,9.9862,2:1_0062
32.333,0.4495,18.023,9.8546,2:1_0062
32.333,0.4225,17.9583,9.7292,2:1_0062
48.0,0.8924,16.1427,9.9352,2:1_0062
48.0,0.8618,16.1887,9.9944,2:1_0062
48.0,0.8914,16.1209,9.8717,2:1_0062
55.5,1.231,14.4926,9.8757,2:1_0062
55.5,1.2306,14.559,9.8108,2:1_0062
55.5,1.2262,14.5258,10.0824,2:1_0062
72.0,2.2172,5.6673,9.788,2:1_0062
72.0,2.2128,5.5818,9.808,2:1_0062
72.0,2.2286,5.8621,9.8362,2:1_0062
80.0,2.6993,0.0879,8.3409,2:1_0062
80.0,2.659,0.0,8.4787,2:1_0062
80.0,2.7126,0.0895,8.3932,2:1_0062
96.0,3.1102,0.0,0.0,2:1_0062
96.0,3.0817,0.1292,0.0,2:1_0062
96.0,3.0425,0.0038,0.1346,2:1_0062
104.0,3.0198,0.0977,0.0,2:1_0062
104.0,3.0936,0.0,0.0,2:1_0062
104.0,3.0914,0.1216,0.0,2:1_0062
120.0,3.127,0.0,0.0,2:1_0062
120.0,3.073,0.0,0.0283,2:1_0062
120.0,3.0642,0.0568,0.0544,2:1_0062
128.0,3.1113,0.0,0.0337,2:1_0062
128.0,3.0912,0.0,0.0,2:1_0062
128.0,3.0378,0.0083,0.0595,2:1_0062
144.0,3.0779,0.0,0.0,2:1_0062
144.0,3.0881,0.0033,0.139,2:1_0062
144.0,3.0501,0.0,0.0,2:1_0062
24.0,0.2754,21.5364,9.5245,2:1_0063
24.0,0.2627,21.5496,9.4643,2:1_0063
24.0,0.3155,21.7008,9.5648,2:1_0063
32.333,0.3921,20.9157,9.4027,2:1_0063
32.333,0.3513,21.1648,9.5742,2:1_0063
32.333,0.3635,20.9535,9.5613,2:1_0063
48.0,0.6146,19.8075,9.4668,2:1_0063
48.0,0.6313,19.8277,9.5669,2:1_0063
48.0,0.5921,19.95,9.5916,2:1_0063
55.5,0.8084,18.9037,9.6551,2:1_0063
55.5,0.7841,18.8942,9.4312,2:1_0063
55.5,0.8148,18.8616,9.5592,2:1_0063
72.0,1.389,14.7612,9.6419,2:1_0063
72.0,1.3641,14.7497,9.5839,2:1_0063
72.0,1.3646,14.6911,9.52,2:1_0063
80.0,1.7394,11.1129,9.467,2:1_0063
80.0,1.7034,11.1276,9.6346,2:1_0063
80.0,1.7179,11.0977,9.6309,2:1_0063
96.0,2.3955,0.629,9.1491,2:1_0063
96.0,2.3904,0.7906,9.0566,2:1_0063
96.0,2.4003,0.8123,8.9142,2:1_0063
104.0,2.5215,0.0,7.5807,2:1_0063
104.0,2.493,0.0,7.5832,2:1_0063
104.0,2.5219,0.0904,7.3483,2:1_0063
120.0,2.7006,0.0,4.0468,2:1_0063
120.0,2.7037,0.0,3.8986,2:1_0063
120.0,2.7074,0.0,4.0935,2:1_0063
128.0,2.7624,0.0693,2.4478,2:1_0063
128.0,2.7815,0.0,2.4125,2:1_0063
128.0,2.7765,0.1182,2.2998,2:1_0063
144.0,2.8612,0.1057,0.5355,2:1_0063
144.0,2.901,0.0,0.3217,2:1_0063
144.0,2.852,0.0,0.5296,2:1_0063
24.0,0.3327,18.9786,8.9179,2:1_0064
24.0,0.3097,18.8235,8.7601,2:1_0064
24.0,0.3332,19.1011,9.0015,2:1_0064
32.333,0.3493,18.971,9.0122,2:1_0064
32.333,0.3261,18.915,8.911,2:1_0064
32.333,0.3361,19.0068,9.0981,2:1_0064
48.0,0.7506,16.5791,8.8802,2:1_0064
48.0,0.8208,16.4596,8.612,2:1_0064
48.0,0.8139,16.7009,8.7326,2:1_0064
55.5,1.1718,14.0849,8.7626,2:1_0064
55.5,1.1763,13.9827,8.7277,2:1_0064
55.5,1.163,13.7628,8.854,2:1_0064
72.0,2.2304,0.77,8.1041,2:1_0064
72.0,2.274,0.9824,8.0614,2:1_0064
72.0,2.2399,0.7118,7.9441,2:1_0064
80.0,2.5472,0.0,2.8396,2:1_0064
80.0,2.5196,0.0,2.831,2:1_0064
80.0,2.5357,0.0,2.7862,2:1_0064
96.0,2.6417,0.1181,0.1,2:1_0064
96.0,2.6121,0.0801,0.0418,2:1_0064
96.0,2.6281,0.0878,0.0,2:1_0064
104.0,2.6808,0.0,0.0,2:1_0064
104.0,2.7003,0.0,0.0,2:1_0064
104.0,2.6457,0.0,0.0699,2:1_0064
120.0,2.659,0.1004,0.0372,2:1_0064
120.0,2.6244,0.055,0.0234,2:1_0064
120.0,2.6454,0.2074,0.0608,2:1_0064
128.0,2.6767,0.0977,0.0,2:1_0064
128.0,2.6706,0.0316,0.0,2:1_0064
128.0,2.6335,0.0024,0.0587,2:1_0064
144.0,2.6582,0.0,0.0027,2:1_0064
144.0,2.6521,0.1549,0.027,2:1_0064
144.0,2.6482,0.0,0.0,2:1_0064
24.0,0.271,18.7089,11.6529,2:1_0065
24.0,0.2743,18.451,11.6686,2:1_0065
24.0,0.2489,18.637,11.4821,2:1_0065
32.333,0.2525,18.359,11.6725,2:1_0065
32.333,0.2609,18.5905,11.533,2:1_0065
32.333,0.28,18.5799,11.6517,2:1_0065
48.0,0.4688,18.0638,11.5332,2:1_0065
48.0,0.4467,18.1044,11.5874,2:1_0065
48.0,0.4773,18.2051,11.5786,2:1_0065
55.5,0.6721,17.4152,11.6199,2:1_0065
55.5,0.6964,17.4448,11.8239,2:1_0065
55.5,0.6925,17.5257,11.6124,2:1_0065
72.0,1.4956,14.0036,11.4982,2:1_0065
72.0,1.4934,14.0184,11.5871,2:1_0065
72.0,1.495,14.0381,11.5477,2:1_0065
80.0,1.9987,10.2807,11.4484,2:1_0065
80.0,2.0083,10.2032,11.5109,2:1_0065
80.0,2.0296,10.1675,11.6203,2:1_0065
96.0,3.0505,0.0543,8.202,2:1_0065
96.0,3.0973,0.0,8.1943,2:1_0065
96.0,3.0577,0.0,8.2518,2:1_0065
104.0,3.4119,0.0147,1.551,2:1_0065
104.0,3.3827,0.0,1.5422,2:1_0065
104.0,3.3874,0.1173,1.4366,2:1_0065
120.0,3.485,0.0,0.0149,2:1_0065
120.0,3.4346,0.0562,0.0,2:1_0065
120.0,3.4634,0.0276,0.0,2:1_0065
128.0,3.4146,0.2161,0.0,2:1_0065
128.0,3.4614,0.0,0.1048,2:1_0065
128.0,3.4483,0.0,0.0595,2:1_0065
144.0,3.4305,0.0,0.069,2:1_0065
144.0,3.4861,0.0,0.0,2:1_0065
144.0,3.463,0.0,0.1358,2:1_0065
24.0,0.2342,21.6396,10.1294,2:1_0066
24.0,0.2355,21.7055,10.3631,2:1_0066
24.0,0.2308,21.8713,10.3252,2:1_0066
32.333,0.2313,21.873,10.3623,2:1_0066
32.333,0.2553,21.8906,10.3101,2:1_0066
32.333,0.2405,21.8601,10.0944,2:1_0066
48.0,0.2377,21.7532,10.3769,2:1_0066
48.0,0.2238,21.8852,10.2657,2:1_0066
48.0,0.2306,21.7093,10.4624,2:1_0066
55.5,0.2409,21.4355,10.4838,2:1_0066
55.5,0.2713,21.3595,10.3495,2:1_0066
55.5,0.3157,21.3518,10.5558,2:1_0066
72.0,0.4729,18.3254,10.1449,2:1_0066
72.0,0.4937,18.5313,10.3642,2:1_0066
72.0,0.5238,18.3577,10.3624,2:1_0066
80.0,0.662,15.6262,10.2417,2:1_0066
80.0,0.6179,15.6889,10.3206,2:1_0066
80.0,0.6601,15.684,10.3491,2:1_0066
96.0,1.0998,7.5026,10.1002,2:1_0066
96.0,1.0971,7.6812,10.3142,2:1_0066
96.0,1.1081,7.8638,10.1504,2:1_0066
104.0,1.2848,3.3826,10.2299,2:1_0066
104.0,1.2623,3.5288,10.0895,2:1_0066
104.0,1.2261,3.3671,10.0021,2:1_0066
120.0,1.4481,0.4395,7.9054,2:1_0066
120.0,1.472,0.2047,7.9724,2:1_0066
120.0,1.4379,0.2007,8.049,2:1_0066
128.0,1.5243,0.0,5.5552,2:1_0066
128.0,1.5413,0.0,5.6402,2:1_0066
128.0,1.5558,0.1879,5.6158,2:1_0066
144.0,1.6255,0.0654,1.7115,2:1_0066
144.0,1.6477,0.0,1.6632,2:1_0066
144.0,1.6974,0.0,1.7039,2:1_0066
24.0,0.257,20.0399,8.9484,2:1_0067
24.0,0.2557,20.0134,9.0334,2:1_0067
24.0,0.2401,20.0112,9.3194,2:1_0067
32.333,0.3126,19.8322,9.0814,2:1_0067
32.333,0.2943,19.8103,9.0245,2:1_0067
32.333,0.2686,19.9434,9.1232,2:1_0067
48.0,0.3444,19.1965,9.2042,2:1_0067
48.0,0.3116,19.3746,8.9411,2:1_0067
48.0,0.2872,19.3726,9.0535,2:1_0067
55.5,0.3452,18.7686,8.8978,2:1_0067
55.5,0.3198,18.8185,8.9673,2:1_0067
55.5,0.296,18.9741,8.9403,2:1_0067
72.0,0.4144,17.7858,8.9836,2:1_0067
72.0,0.409,17.9398,8.9414,2:1_0067
72.0,0.3998,17.924,8.9534,2:1_0067
80.0,0.3975,17.2548,8.9217,2:1_0067
80.0,0.4203,17.4765,9.0504,2:1_0067
80.0,0.4035,17.5009,8.9518,2:1_0067
96.0,0.5008,15.9726,8.8931,2:1_0067
96.0,0.5081,15.9787,8.9438,2:1_0067
96.0,0.4967,15.9643,8.7605,2:1_0067
104.0,0.5426,15.6366,8.9708,2:1_0067
104.0,0.5375,15.2619,9.0719,2:1_0067
104.0,0.5169,15.4666,8.9857,2:1_0067
120.0,0.6172,13.7919,8.9472,2:1_0067
120.0,0.6103,13.8295,8.8184,2:1_0067
120.0,0.5998,13.8794,8.9083,2:1_0067
128.0,0.6404,12.9386,8.9533,2:1_0067
128.0,0.621,12.9081,8.8833,2:1_0067
128.0,0.6612,12.8362,8.9159,2:1_0067
144.0,0.6975,10.8016,8.888,2:1_0067
144.0,0.7865,10.9278,8.7447,2:1_0067
144.0,0.7368,10.8018,8.9389,2:1_0067
24.0,0.1956,21.2825,11.0173,2:1_0068
24.0,0.1878,21.455,10.9881,2:1_0068
24.0,0.2124,21.4607,11.1383,2:1_0068
32.333,0.4649,0.9498,10.2749,2:1_0068
32.333,0.5032,0.8763,10.3527,2:1_0068
32.333,0.4561,0.7648,10.1782,2:1_0068
48.0,0.5692,0.0046,0.0,2:1_0068
48.0,0.5509,0.0,0.0,2:1_0068
48.0,0.565,0.0,0.0441,2:1_0068
55.5,0.5741,0.1793,0.0812,2:1_0068
55.5,0.5855,0.0365,0.0536,2:1_0068
55.5,0.5663,0.01,0.1922,2:1_0068
72.0,0.5693,0.0,0.0697,2:1_0068
72.0,0.5882,0.0155,0.0,2:1_0068
72.0,0.5964,0.023,0.0,2:1_0068
80.0,0.5945,0.0,0.0112,2:1_0068
80.0,0.5599,0.1492,0.0243,2:1_0068
80.0,0.5534,0.1138,0.0,2:1_0068
96.0,0.5809,0.0,0.0,2:1_0068
96.0,0.5659,0.091,0.2203,2:1_0068
96.0,0.5351,0.0446,0.2202,2:1_0068
104.0,0.5593,0.0,0.0236,2:1_0068
104.0,0.5873,0.0658,0.0,2:1_0068
104.0,0.5547,0.1316,0.0,2:1_0068
120.0,0.5324,0.0,0.0,2:1_0068
120.0,0.6006,0.0,0.1522,2:1_0068
120.0,0.5969,0.0225,0.0,2:1_0068
128.0,0.547,0.0,0.1731,2:1_0068
128.0,0.5593,0.0,0.0188,2:1_0068
128.0,0.5425,0.0,0.0,2:1_0068
144.0,0.6245,0.0,0.193,2:1_0068
144.0,0.5479,0.0263,0.05,2:1_0068
144.0,0.5736,0.008,0.0861,2:1_0068
24.0,0.2981,19.9801,8.8341,2:1_0069
24.0,0.2602,20.0168,8.9942,2:1_0069
24.0,0.2842,19.9719,8.7581,2:1_0069
32.333,0.4253,18.9233,8.7485,2:1_0069
32.333,0.4245,18.959,8.8432,2:1_0069
32.333,0.4112,18.8749,9.0295,2:1_0069
48.0,1.1125,13.4906,8.8257,2:1_0069
48.0,1.1399,13.7307,8.7556,2:1_0069
48.0,1.0995,13.5391,8.7332,2:1_0069
55.5,1.6506,6.3178,8.6466,2:1_0069
55.5,1.6707,6.4232,8.7127,2:1_0069
55.5,1.6963,6.6482,8.6842,2:1_0069
72.0,2.3183,0.0,0.0,2:1_0069
72.0,2.2783,0.0087,0.1084,2:1_0069
72.0,2.2752,0.0,0.0,2:1_0069
80.0,2.3056,0.0263,0.0537,2:1_0069
80.0,2.3386,0.0,0.0,2:1_0069
80.0,2.3056,0.1453,0.0,2:1_0069
96.0,2.3073,0.0,0.0854,2:1_0069
96.0,2.3132,0.0049,0.0488,2:1_0069
96.0,2.2875,0.08,0.1387,2:1_0069
104.0,2.3027,0.0,0.0,2:1_0069
104.0,2.3165,0.0,0.0,2:1_0069
104.0,2.3197,0.0,0.0424,2:1_0069
120.0,2.2633,0.0108,0.0,2:1_0069
120.0,2.2613,0.0333,0.0,2:1_0069
120.0,2.3024,0.0,0.0,2:1_0069
128.0,2.2798,0.0,0.0982,2:1_0069
128.0,2.3174,0.2195,0.0,2:1_0069
128.0,2.2898,0.0135,0.0,2:1_0069
144.0,2.289,0.0054,0.0704,2:1_0069
144.0,2.2584,0.0,0.0,2:1_0069
144.0,2.2976,0.0433,0.1117,2:1_0069
24.0,0.1672,19.8326,11.4227,2:1_0070
24.0,0.1811,19.9001,11.3167,2:1_0070
24.0,0.2075,19.777,11.3775,2:1_0070
32.333,0.247,19.7973,11.4034,2:1_0070
32.333,0.2497,19.5141,11.295,2:1_0070
32.333,0.2285,19.5788,11.3491,2:1_0070
48.0,0.4361,18.889,11.4656,2:1_0070
48.0,0.4409,18.7382,11.3597,2:1_0070
48.0,0.4429,18.9872,11.324,2:1_0070
55.5,0.5855,18.2017,11.3492,2:1_0070
55.5,0.5565,17.9125,11.5154,2:1_0070
55.5,0.5542,18.0771,11.4196,2:1_0070
72.0,1.1077,14.3121,11.162,2:1_0070
72.0,1.1791,14.622,11.2133,2:1_0070
72.0,1.1546,14.451,11.2586,2:1_0070
80.0,1.4837,11.0364,11.0477,2:1_0070
80.0,1.5205,10.7409,11.3302,2:1_0070
80.0,1.5332,10.7078,11.1503,2:1_0070
96.0,2.2611,0.1038,9.772,2:1_0070
96.0,2.2832,0.0599,9.8917,2:1_0070
96.0,2.3108,0.2191,9.4767,2:1_0070
104.0,2.5021,0.0251,3.891,2:1_0070
104.0,2.4703,0.0,3.882,2:1_0070
104.0,2.4752,0.0,4.0735,2:1_0070
120.0,2.6019,0.0,0.1037,2:1_0070
120.0,2.5807,0.0227,0.0403,2:1_0070
120.0,2.6243,0.0,0.0,2:1_0070
128.0,2.6464,0.0,0.0,2:1_0070
128.0,2.6164,0.0,0.1051,2:1_0070
128.0,2.6107,0.118,0.0449,2:1_0070
144.0,2.6083,0.1114,0.0,2:1_0070
144.0,2.6096,0.0529,0.0227,2:1_0070
144.0,2.6026,0.0,0.0,2:1_0070
24.0,0.2733,18.3743,9.5497,2:1_0071
24.0,0.2788,18.2355,9.5587,2:1_0071
24.0,0.2491,18.3612,9.6971,2:1_0071
32.333,0.3956,17.5809,9.5241,2:1_0071
32.333,0.4052,17.7091,9.5347,2:1_0071
32.333,0.4112,17.8416,9.8091,2:1_0071
48.0,1.2079,13.9118,9.7822,2:1_0071
48.0,1.1788,14.0991,9.7177,2:1_0071
48.0,1.191,13.9045,9.5536,2:1_0071
55.5,1.7175,9.5365,9.6556,2:1_0071
55.5,1.7536,9.6685,9.5858,2:1_0071
55.5,1.7246,9.6794,9.6677,2:1_0071
72.0,2.4966,0.3406,8.1642,2:1_0071
72.0,2.5176,0.2417,8.3463,2:1_0071
72.0,2.5054,0.2752,8.326,2:1_0071
80.0,2.6572,0.0,5.8486,2:1_0071
80.0,2.6908,0.0051,5.7549,2:1_0071
80.0,2.6915,0.003,5.9072,2:1_0071
96.0,2.9005,0.0,2.1736,2:1_0071
96.0,2.8769,0.0825,2.1197,2:1_0071
96.0,2.9191,0.0006,2.03,2:1_0071
104.0,2.9208,0.0,1.1534,2:1_0071
104.0,2.9091,0.0799,1.0502,2:1_0071
104.0,2.8958,0.1488,0.735,2:1_0071
120.0,2.969,0.0234,0.0169,2:1_0071
120.0,2.9795,0.0,0.2227,2:1_0071
120.0,2.9975,0.0143,0.2125,2:1_0071
128.0,2.9735,0.1776,0.1554,2:1_0071
128.0,2.9593,0.0,0.0,2:1_0071
128.0,2.9679,0.1608,0.0983,2:1_0071
144.0,2.9545,0.0431,0.0,2:1_0071
144.0,2.9925,0.0,0.1688,2:1_0071
144.0,2.963,0.0,0.118,2:1_0071
24.0,0.2681,22.0048,11.2305,2:1_0072
24.0,0.2802,21.9239,10.9185,2:1_0072
24.0,0.318,22.0751,10.98,2:1_0072
32.333,0.4651,18.3093,10.9619,2:1_0072
32.333,0.4975,18.4078,11.1196,2:1_0072
32.333,0.4627,18.1724,11.2513,2:1_0072
48.0,1.0928,2.0638,10.3504,2:1_0072
48.0,1.0613,2.0014,10.2299,2:1_0072
48.0,1.0832,2.0882,10.474,2:1_0072
55.5,1.2358,0.1811,5.9131,2:1_0072
55.5,1.1926,0.0,6.0681,2:1_0072
55.5,1.2245,0.1932,5.9779,2:1_0072
72.0,1.3253,0.0,0.1282,2:1_0072
72.0,1.3589,0.0,0.1062,2:1_0072
72.0,1.2926,0.0,0.0,2:1_0072
80.0,1.3462,0.0,0.1233,2:1_0072
80.0,1.3241,0.0,0.0,2:1_0072
80.0,1.3427,0.0492,0.1014,2:1_0072
96.0,1.3482,0.0401,0.0596,2:1_0072
96.0,1.349,0.0908,0.0,2:1_0072
96.0,1.3258,0.0,0.0333,2:1_0072
104.0,1.3677,0.0896,0.0,2:1_0072
104.0,1.3452,0.0349,0.0233,2:1_0072
104.0,1.309,0.1315,0.0,2:1_0072
120.0,1.3277,0.0959,0.0,2:1_0072
120.0,1.3366,0.012,0.0066,2:1_0072
120.0,1.3374,0.0214,0.0075,2:1_0072
128.0,1.3171,0.0,0.0998,2:1_0072
128.0,1.3559,0.0337,0.0329,2:1_0072
128.0,1.3167,0.0,0.0,2:1_0072
144.0,1.2971,0.0184,0.1304,2:1_0072
144.0,1.3227,0.0,0.0,2:1_0072
144.0,1.3359,0.0,0.0,2:1_0072
24.0,0.268,20.275,9.8721,2:1_0073
24.0,0.2808,20.2308,9.8385,2:1_0073
24.0,0.2667,20.0936,9.644,2:1_0073
32.333,0.2842,20.2162,9.8452,2:1_0073
32.333,0.2557,20.2156,9.8075,2:1_0073
32.333,0.2978,20.2905,9.7257,2:1_0073
48.0,0.2823,20.1307,9.5384,2:1_0073
48.0,0.3068,20.1679,9.9036,2:1_0073
48.0,0.259,20.1246,9.745,2:1_0073
55.5,0.4028,19.9994,9.8483,2:1_0073
55.5,0.3878,19.9859,9.7142,2:1_0073
55.5,0.4271,19.8504,9.7163,2:1_0073
72.0,1.3664,17.419,9.8597,2:1_0073
72.0,1.3578,17.2623,9.8346,2:1_0073
72.0,1.3803,17.2497,9.7888,2:1_0073
80.0,2.2455,11.9156,9.8914,2:1_0073
80.0,2.2331,11.9471,9.6966,2:1_0073
80.0,2.2328,11.9907,9.8248,2:1_0073
96.0,3.6213,0.0,5.7694,2:1_0073
96.0,3.5929,0.0,5.9915,2:1_0073
96.0,3.5855,0.1562,5.8063,2:1_0073
104.0,3.8818,0.0,1.7286,2:1_0073
104.0,3.8499,0.1292,1.7872,2:1_0073
104.0,3.8545,0.0637,1.6834,2:1_0073
120.0,3.9576,0.0,0.1471,2:1_0073
120.0,3.9592,0.0693,0.0,2:1_0073
120.0,3.965,0.0,0.0,2:1_0073
128.0,3.9527,0.0,0.0611,2:1_0073
128.0,3.9795,0.0,0.0,2:1_0073
128.0,3.9476,0.0,0.0917,2:1_0073
144.0,3.9634,0.2026,0.0496,2:1_0073
144.0,3.9333,0.0514,0.1285,2:1_0073
144.0,3.9416,0.0852,0.0,2:1_0073
24.0,0.3134,20.0374,8.3417,2:1_0074
24.0,0.3371,19.96,8.2654,2:1_0074
24.0,0.2927,19.8125,8.4968,2:1_0074
32.333,0.2959,20.0029,8.5043,2:1_0074
32.333,0.3111,20.0782,8.2064,2:1_0074
32.333,0.3419,20.0146,8.2466,2:1_0074
48.0,0.2935,20.1957,8.2898,2:1_0074
48.0,0.294,19.9834,8.353,2:1_0074
48.0,0.3169,20.0712,8.3719,2:1_0074
55.5,0.5306,18.768,8.5331,2:1_0074
55.5,0.5079,18.9305,8.266,2:1_0074
55.5,0.4891,18.6285,8.3563,2:1_0074
72.0,1.8669,3.2668,7.4526,2:1_0074
72.0,1.8513,3.3817,7.4818,2:1_0074
72.0,1.818,3.4128,7.6056,2:1_0074
80.0,2.1919,0.0235,1.6913,2:1_0074
80.0,2.1883,0.0448,1.6655,2:1_0074
80.0,2.176,0.0575,1.789,2:1_0074
96.0,2.1944,0.0,0.0,2:1_0074
96.0,2.2448,0.2598,0.0139,2:1_0074
96.0,2.2096,0.0,0.0015,2:1_0074
104.0,2.2488,0.1242,0.1391,2:1_0074
104.0,2.2444,0.0,0.1483,2:1_0074
104.0,2.2267,0.0054,0.0,2:1_0074
120.0,2.191,0.1272,0.0676,2:1_0074
120.0,2.1862,0.1002,0.0,2:1_0074
120.0,2.2534,0.0076,0.0,2:1_0074
128.0,2.2341,0.0,0.0,2:1_0074
128.0,2.251,0.0392,0.1498,2:1_0074
128.0,2.2257,0.0,0.0639,2:1_0074
144.0,2.2169,0.0,0.0525,2:1_0074
144.0,2.2311,0.0,0.0,2:1_0074
144.0,2.2524,0.0,0.0618,2:1_0074
24.0,0.1828,21.2647,9.9867,2:1_0075
24.0,0.1967,21.0753,9.86,2:1_0075
24.0,0.2315,21.315,9.8288,2:1_0075
32.333,0.6372,19.948,10.0965,2:1_0075
32.333,0.5796,19.9951,9.9289,2:1_0075
32.333,0.6295,19.9787,9.9719,2:1_0075
48.0,2.7935,1.6226,9.171,2:1_0075
48.0,2.8129,1.5292,9.2774,2:1_0075
48.0,2.7753,1.537,9.2222,2:1_0075
55.5,3.1289,0.0,3.6391,2:1_0075
55.5,3.1449,0.0,3.4548,2:1_0075
55.5,3.1419,0.0195,3.3648,2:1_0075
72.0,3.303,0.0,0.239,2:1_0075
72.0,3.2959,0.0,0.1468,2:1_0075
72.0,3.2671,0.1692,0.0,2:1_0075
80.0,3.3204,0.1457,0.0,2:1_0075
80.0,3.2879,0.0,0.0668,2:1_0075
80.0,3.2766,0.0,0.0,2:1_0075
96.0,3.2737,0.0,0.0129,2:1_0075
96.0,3.2989,0.0,0.008,2:1_0075
96.0,3.2838,0.1307,0.0,2:1_0075
104.0,3.3187,0.0,0.0323,2:1_0075
104.0,3.3086,0.0,0.0,2:1_0075
104.0,3.2936,0.0742,0.0,2:1_0075
120.0,3.3107,0.0318,0.0,2:1_0075
120.0,3.2924,0.0062,0.1659,2:1_0075
120.0,3.3037,0.0,0.0,2:1_0075
128.0,3.2738,0.0,0.0,2:1_0075
128.0,3.2991,0.1274,0.0996,2:1_0075
128.0,3.2736,0.0,0.0,2:1_0075
144.0,3.2451,0.0,0.0803,2:1_0075
144.0,3.2917,0.0,0.0,2:1_0075
144.0,3.2901,0.077,0.0,2:1_0075
24.0,0.2072,18.4504,9.7909,2:1_0076
24.0,0.195,18.5356,9.7763,2:1_0076
24.0,0.1823,18.521,9.639,2:1_0076
32.333,0.4581,17.8649,9.6993,2:1_0076
32.333,0.4888,17.874,9.5973,2:1_0076
32.333,0.4962,17.8643,9.6814,2:1_0076
48.0,2.4826,4.6676,9.5498,2:1_0076
48.0,2.5276,4.7397,9.5934,2:1_0076
48.0,2.4807,4.5722,9.5217,2:1_0076
55.5,3.2132,0.0688,1.8673,2:1_0076
55.5,3.2236,0.0934,2.0594,2:1_0076
55.5,3.2081,0.0531,2.1322,2:1_0076
72.0,3.3011,0.0024,0.2133,2:1_0076
72.0,3.3084,0.0,0.0873,2:1_0076
72.0,3.3103,0.0,0.0,2:1_0076
80.0,3.307,0.0,0.0,2:1_0076
80.0,3.3005,0.0,0.0,2:1_0076
80.0,3.3121,0.0,0.0,2:1_0076
96.0,3.2925,0.1326,0.2368,2:1_0076
96.0,3.3023,0.0046,0.0,2:1_0076
96.0,3.3203,0.045,0.0283,2:1_0076
104.0,3.2773,0.198,0.1521,2:1_0076
104.0,3.3081,0.0992,0.0051,2:1_0076
104.0,3.3187,0.0,0.0,2:1_0076
120.0,3.2769,0.0,0.0,2:1_0076
120.0,3.3112,0.0,0.0,2:1_0076
120.0,3.2786,0.0,0.0041,2:1_0076
128.0,3.2914,0.0005,0.0544,2:1_0076
128.0,3.335,0.0,0.1813,2:1_0076
128.0,3.3104,0.069,0.1053,2:1_0076
144.0,3.3166,0.0,0.1083,2:1_0076
144.0,3.2948,0.0302,0.0133,2:1_0076
144.0,3.3251,0.0393,0.0,2:1_0076
24.0,0.1704,21.7259,9.1754,2:1_0077
24.0,0.1797,21.5544,9.3427,2:1_0077
24.0,0.1332,21.8099,9.2066,2:1_0077
32.333,0.1749,21.721,9.1318,2:1_0077
32.333,0.1796,21.5981,9.2281,2:1_0077
32.333,0.1495,21.8145,9.1417,2:1_0077
48.0,0.1715,21.5908,9.3678,2:1_0077
48.0,0.2094,21.5901,9.2727,2:1_0077
48.0,0.1552,21.7569,9.2338,2:1_0077
55.5,0.2214,21.4093,9.4813,2:1_0077
55.5,0.1594,21.4868,9.2558,2:1_0077
55.5,0.2023,21.4776,9.2627,2:1_0077
72.0,0.6715,18.6697,9.4045,2:1_0077
72.0,0.6118,18.8136,9.4856,2:1_0077
72.0,0.632,18.6337,9.3668,2:1_0077
80.0,1.2747,13.2498,9.1988,2:1_0077
80.0,1.2157,13.2127,9.2252,2:1_0077
80.0,1.2857,12.9288,9.04,2:1_0077
96.0,2.3454,0.1333,0.1612,2:1_0077
96.0,2.3306,0.0,0.2872,2:1_0077
96.0,2.334,0.0675,0.0,2:1_0077
104.0,2.3546,0.0,0.0,2:1_0077
104.0,2.3377,0.0,0.0,2:1_0077
104.0,2.3556,0.189,0.0,2:1_0077
120.0,2.3253,0.001,0.0,2:1_0077
120.0,2.3124,0.1064,0.0081,2:1_0077
120.0,2.3486,0.0,0.0,2:1_0077
128.0,2.3168,0.0,0.0134,2:1_0077
128.0,2.3477,0.0,0.0,2:1_0077
128.0,2.3412,0.0357,0.0,2:1_0077
144.0,2.3263,0.0,0.0,2:1_0077
144.0,2.336,0.0,0.0,2:1_0077
144.0,2.3698,0.0,0.0,2:1_0077
24.0,0.3202,20.6486,10.9544,2:1_0078
24.0,0.3092,20.657,10.9459,2:1_0078
24.0,0.3376,20.6007,11.1719,2:1_0078
32.333,0.2808,20.6681,10.9231,2:1_0078
32.333,0.296,20.6932,10.9892,2:1_0078
32.333,0.3606,20.6545,10.9425,2:1_0078
48.0,0.3191,20.579,11.0953,2:1_0078
48.0,0.3028,20.6433,11.0319,2:1_0078
